Taxon,redlistCategory,Resolution,Methods,Year,Pearson's r,MTCO2e
Mammals,All species,0.5,JP,1963,0.514,28523.2
Mammals,All species,0.5,JP,1964,0.513,29803.1
Mammals,All species,0.5,JP,1965,0.513,31127.83
Mammals,All species,0.5,JP,1966,0.513,32601.15
Mammals,All species,0.5,JP,1967,0.512,33451.89
Mammals,All species,0.5,JP,1968,0.511,35010.35
Mammals,All species,0.5,JP,1969,0.511,37112.04
Mammals,All species,0.5,JP,1970,0.511,39614.23
Mammals,All species,0.5,JP,1971,0.511,40530.42
Mammals,All species,0.5,JP,1972,0.51,42211.48
Mammals,All species,0.5,JP,1973,0.509,44280.37
Mammals,All species,0.5,JP,1974,0.508,44121.82
Mammals,All species,0.5,JP,1975,0.508,44050.01
Mammals,All species,0.5,JP,1976,0.507,46057.62
Mammals,All species,0.5,JP,1977,0.506,47041.32
Mammals,All species,0.5,JP,1978,0.505,48596.89
Mammals,All species,0.5,JP,1979,0.504,49858.01
Mammals,All species,0.5,JP,1980,0.503,49454.78
Mammals,All species,0.5,JP,1981,0.503,48207.63
Mammals,All species,0.5,JP,1982,0.502,47704.35
Mammals,All species,0.5,JP,1983,0.502,48048.05
Mammals,All species,0.5,JP,1984,0.501,49506.89
Mammals,All species,0.5,JP,1985,0.5,50883.29
Mammals,All species,0.5,JP,1986,0.5,51424.55
Mammals,All species,0.5,JP,1987,0.499,52670.11
Mammals,All species,0.5,JP,1988,0.498,54519.88
Mammals,All species,0.5,JP,1989,0.498,55424.76
Mammals,All species,0.5,JP,1990,0.497,54478.18
Mammals,All species,0.5,JP,1991,0.498,55314.77
Mammals,All species,0.5,JP,1992,0.497,53864.92
Mammals,Critically Endangered,0.5,Forward,1850,0.225,1671.58
Mammals,Critically Endangered,0.5,Forward,1851,0.225,1685.14
Mammals,Critically Endangered,0.5,Forward,1852,0.225,1712.52
Mammals,Critically Endangered,0.5,Forward,1853,0.225,1744.62
Mammals,Critically Endangered,0.5,Forward,1854,0.225,1838.26
Mammals,Critically Endangered,0.5,Forward,1855,0.226,1855.61
Mammals,Critically Endangered,0.5,Forward,1856,0.226,1902.93
Mammals,Critically Endangered,0.5,Forward,1857,0.226,1918.21
Mammals,Critically Endangered,0.5,Forward,1858,0.226,1931.72
Mammals,Critically Endangered,0.5,Forward,1859,0.226,1977.01
Mammals,Critically Endangered,0.5,Forward,1860,0.226,2049.92
Mammals,Critically Endangered,0.5,Forward,1861,0.226,2096.42
Mammals,Critically Endangered,0.5,Forward,1862,0.226,2115.8
Mammals,Critically Endangered,0.5,Forward,1863,0.226,2174.59
Mammals,Critically Endangered,0.5,Forward,1864,0.226,2248.07
Mammals,Critically Endangered,0.5,Forward,1865,0.226,2309.96
Mammals,Critically Endangered,0.5,Forward,1866,0.226,2347.4
Mammals,Critically Endangered,0.5,Forward,1867,0.226,2426.49
Mammals,Critically Endangered,0.5,Forward,1868,0.226,2461.67
Mammals,Critically Endangered,0.5,Forward,1869,0.226,2535.26
Mammals,Critically Endangered,0.5,Forward,1870,0.226,2568.52
Mammals,Critically Endangered,0.5,Forward,1871,0.226,2651.61
Mammals,Critically Endangered,0.5,Forward,1872,0.226,2805.06
Mammals,Critically Endangered,0.5,Forward,1873,0.226,2910.03
Mammals,Critically Endangered,0.5,Forward,1874,0.227,2835.53
Mammals,Critically Endangered,0.5,Forward,1875,0.227,2975.62
Mammals,Critically Endangered,0.5,Forward,1876,0.227,3016
Mammals,Critically Endangered,0.5,Forward,1877,0.227,3067.16
Mammals,Critically Endangered,0.5,Forward,1878,0.227,3090.95
Mammals,Critically Endangered,0.5,Forward,1879,0.227,3221.87
Mammals,Critically Endangered,0.5,Forward,1880,0.227,3466.18
Mammals,Critically Endangered,0.5,Forward,1881,0.227,3535.83
Mammals,Critically Endangered,0.5,Forward,1882,0.227,3664.01
Mammals,Critically Endangered,0.5,Forward,1883,0.227,3812.37
Mammals,Critically Endangered,0.5,Forward,1884,0.227,3847.57
Mammals,Critically Endangered,0.5,Forward,1885,0.227,3877.67
Mammals,Critically Endangered,0.5,Forward,1886,0.227,3925.95
Mammals,Critically Endangered,0.5,Forward,1887,0.228,4052.51
Mammals,Critically Endangered,0.5,Forward,1888,0.228,4324.25
Mammals,Critically Endangered,0.5,Forward,1889,0.228,4339.29
Mammals,Critically Endangered,0.5,Forward,1890,0.228,4601.05
Mammals,Critically Endangered,0.5,Forward,1891,0.228,4752.98
Mammals,Critically Endangered,0.5,Forward,1892,0.228,4791.43
Mammals,Critically Endangered,0.5,Forward,1893,0.228,4771.07
Mammals,Critically Endangered,0.5,Forward,1894,0.228,4897.12
Mammals,Critically Endangered,0.5,Forward,1895,0.228,5102.3
Mammals,Critically Endangered,0.5,Forward,1896,0.228,5225.58
Mammals,Critically Endangered,0.5,Forward,1897,0.228,5406.76
Mammals,Critically Endangered,0.5,Forward,1898,0.228,5618.41
Mammals,Critically Endangered,0.5,Forward,1899,0.228,5990.29
Mammals,Critically Endangered,0.5,Forward,1900,0.228,6242.25
Mammals,Critically Endangered,0.5,Forward,1901,0.228,6398.4
Mammals,Critically Endangered,0.5,Forward,1902,0.228,6525.69
Mammals,Critically Endangered,0.5,Forward,1903,0.228,6960.58
Mammals,Critically Endangered,0.5,Forward,1904,0.228,7034.49
Mammals,Critically Endangered,0.5,Forward,1905,0.228,7371.01
Mammals,Critically Endangered,0.5,Forward,1906,0.228,7678.75
Mammals,Critically Endangered,0.5,Forward,1907,0.228,8452.3
Mammals,Critically Endangered,0.5,Forward,1908,0.228,8234.47
Mammals,Critically Endangered,0.5,Forward,1909,0.228,8487.3
Mammals,Critically Endangered,0.5,Forward,1910,0.228,8827.21
Mammals,Critically Endangered,0.5,Forward,1911,0.228,8957.82
Mammals,Critically Endangered,0.5,Forward,1912,0.227,9309.66
Mammals,Critically Endangered,0.5,Forward,1913,0.227,9927.85
Mammals,Critically Endangered,0.5,Forward,1914,0.227,9229.24
Mammals,Critically Endangered,0.5,Forward,1915,0.226,9142.34
Mammals,Critically Endangered,0.5,Forward,1916,0.226,9685.77
Mammals,Critically Endangered,0.5,Forward,1917,0.226,9993.44
Mammals,Critically Endangered,0.5,Forward,1918,0.225,9896.8
Mammals,Critically Endangered,0.5,Forward,1919,0.225,8905.55
Mammals,Critically Endangered,0.5,Forward,1920,0.225,9993.64
Mammals,Critically Endangered,0.5,Forward,1921,0.224,9036.88
Mammals,Critically Endangered,0.5,Forward,1922,0.224,9440.31
Mammals,Critically Endangered,0.5,Forward,1923,0.224,10458.99
Mammals,Critically Endangered,0.5,Forward,1924,0.224,10516.44
Mammals,Critically Endangered,0.5,Forward,1925,0.224,10671.69
Mammals,Critically Endangered,0.5,Forward,1926,0.223,10557.28
Mammals,Critically Endangered,0.5,Forward,1927,0.223,11402.16
Mammals,Critically Endangered,0.5,Forward,1928,0.223,11401.07
Mammals,Critically Endangered,0.5,Forward,1929,0.223,12110.35
Mammals,Critically Endangered,0.5,Forward,1930,0.222,11421.35
Mammals,Critically Endangered,0.5,Forward,1931,0.222,10502.01
Mammals,Critically Endangered,0.5,Forward,1932,0.222,9763.69
Mammals,Critically Endangered,0.5,Forward,1933,0.222,10175.85
Mammals,Critically Endangered,0.5,Forward,1934,0.222,10875.6
Mammals,Critically Endangered,0.5,Forward,1935,0.221,11323.5
Mammals,Critically Endangered,0.5,Forward,1936,0.221,12197.97
Mammals,Critically Endangered,0.5,Forward,1937,0.221,12904.77
Mammals,Critically Endangered,0.5,Forward,1938,0.221,12355.64
Mammals,Critically Endangered,0.5,Forward,1939,0.22,12957.99
Mammals,Critically Endangered,0.5,Forward,1940,0.22,13783.93
Mammals,Critically Endangered,0.5,Forward,1941,0.22,14098.08
Mammals,Critically Endangered,0.5,Forward,1942,0.219,14192.13
Mammals,Critically Endangered,0.5,Forward,1943,0.219,14682.31
Mammals,Critically Endangered,0.5,Forward,1944,0.218,14690.47
Mammals,Critically Endangered,0.5,Forward,1945,0.218,13012.78
Mammals,Critically Endangered,0.5,Forward,1946,0.217,14143.72
Mammals,Critically Endangered,0.5,Forward,1947,0.216,15465.85
Mammals,Critically Endangered,0.5,Forward,1948,0.216,16207.23
Mammals,Critically Endangered,0.5,Forward,1949,0.215,15916.8
Mammals,Critically Endangered,0.5,Forward,1950,0.215,16890.93
Mammals,Critically Endangered,0.5,Forward,1951,0.214,17999.91
Mammals,Critically Endangered,0.5,Forward,1952,0.213,18289.06
Mammals,Critically Endangered,0.5,Forward,1953,0.213,18807.37
Mammals,Critically Endangered,0.5,Forward,1954,0.212,19294.46
Mammals,Critically Endangered,0.5,Forward,1955,0.211,20897.93
Mammals,Critically Endangered,0.5,Forward,1956,0.21,22089.56
Mammals,Critically Endangered,0.5,Forward,1957,0.21,22826.03
Mammals,Critically Endangered,0.5,Forward,1958,0.209,23548.55
Mammals,Critically Endangered,0.5,Forward,1959,0.208,24752.49
Mammals,Critically Endangered,0.5,Forward,1960,0.207,25988.11
Mammals,Critically Endangered,0.5,Forward,1961,0.207,26188.78
Mammals,Critically Endangered,0.5,Forward,1962,0.206,27104.02
Mammals,Critically Endangered,0.5,Forward,1963,0.206,28523.2
Mammals,Critically Endangered,0.5,Forward,1964,0.206,29803.1
Mammals,Critically Endangered,0.5,Forward,1965,0.205,31127.83
Mammals,Critically Endangered,0.5,Forward,1966,0.205,32601.15
Mammals,Critically Endangered,0.5,Forward,1967,0.205,33451.89
Mammals,Critically Endangered,0.5,Forward,1968,0.204,35010.35
Mammals,Critically Endangered,0.5,Forward,1969,0.204,37112.04
Mammals,Critically Endangered,0.5,Forward,1970,0.203,39614.23
Mammals,Critically Endangered,0.5,Forward,1971,0.203,40530.42
Mammals,Critically Endangered,0.5,Forward,1972,0.203,42211.48
Mammals,Critically Endangered,0.5,Forward,1973,0.202,44280.37
Mammals,Critically Endangered,0.5,Forward,1974,0.202,44121.82
Mammals,Critically Endangered,0.5,Forward,1975,0.201,44050.01
Mammals,Critically Endangered,0.5,Forward,1976,0.201,46057.62
Mammals,Critically Endangered,0.5,Forward,1977,0.201,47041.32
Mammals,Critically Endangered,0.5,Forward,1978,0.2,48596.89
Mammals,Critically Endangered,0.5,Forward,1979,0.2,49858.01
Mammals,Critically Endangered,0.5,Forward,1980,0.199,49454.78
Mammals,Critically Endangered,0.5,Forward,1981,0.198,48207.63
Mammals,Critically Endangered,0.5,Forward,1982,0.197,47704.35
Mammals,Critically Endangered,0.5,Forward,1983,0.195,48048.05
Mammals,Critically Endangered,0.5,Forward,1984,0.194,49506.89
Mammals,Critically Endangered,0.5,Forward,1985,0.193,50883.29
Mammals,Critically Endangered,0.5,Forward,1986,0.192,51424.55
Mammals,Critically Endangered,0.5,Forward,1987,0.19,52670.11
Mammals,Critically Endangered,0.5,Forward,1988,0.189,54519.88
Mammals,Critically Endangered,0.5,Forward,1989,0.188,55424.76
Mammals,Critically Endangered,0.5,Forward,1990,0.186,54478.18
Mammals,Critically Endangered,0.5,Forward,1991,0.186,55314.77
Mammals,Critically Endangered,0.5,Forward,1992,0.185,53864.92
Mammals,Critically Endangered,0.5,Backward,1850,0.187,1671.58
Mammals,Critically Endangered,0.5,Backward,1851,0.187,1685.14
Mammals,Critically Endangered,0.5,Backward,1852,0.187,1712.52
Mammals,Critically Endangered,0.5,Backward,1853,0.187,1744.62
Mammals,Critically Endangered,0.5,Backward,1854,0.187,1838.26
Mammals,Critically Endangered,0.5,Backward,1855,0.187,1855.61
Mammals,Critically Endangered,0.5,Backward,1856,0.187,1902.93
Mammals,Critically Endangered,0.5,Backward,1857,0.187,1918.21
Mammals,Critically Endangered,0.5,Backward,1858,0.187,1931.72
Mammals,Critically Endangered,0.5,Backward,1859,0.187,1977.01
Mammals,Critically Endangered,0.5,Backward,1860,0.187,2049.92
Mammals,Critically Endangered,0.5,Backward,1861,0.187,2096.42
Mammals,Critically Endangered,0.5,Backward,1862,0.187,2115.8
Mammals,Critically Endangered,0.5,Backward,1863,0.187,2174.59
Mammals,Critically Endangered,0.5,Backward,1864,0.187,2248.07
Mammals,Critically Endangered,0.5,Backward,1865,0.187,2309.96
Mammals,Critically Endangered,0.5,Backward,1866,0.187,2347.4
Mammals,Critically Endangered,0.5,Backward,1867,0.187,2426.49
Mammals,Critically Endangered,0.5,Backward,1868,0.187,2461.67
Mammals,Critically Endangered,0.5,Backward,1869,0.187,2535.26
Mammals,Critically Endangered,0.5,Backward,1870,0.187,2568.52
Mammals,Critically Endangered,0.5,Backward,1871,0.187,2651.61
Mammals,Critically Endangered,0.5,Backward,1872,0.187,2805.06
Mammals,Critically Endangered,0.5,Backward,1873,0.187,2910.03
Mammals,Critically Endangered,0.5,Backward,1874,0.187,2835.53
Mammals,Critically Endangered,0.5,Backward,1875,0.187,2975.62
Mammals,Critically Endangered,0.5,Backward,1876,0.187,3016
Mammals,Critically Endangered,0.5,Backward,1877,0.187,3067.16
Mammals,Critically Endangered,0.5,Backward,1878,0.187,3090.95
Mammals,Critically Endangered,0.5,Backward,1879,0.187,3221.87
Mammals,Critically Endangered,0.5,Backward,1880,0.187,3466.18
Mammals,Critically Endangered,0.5,Backward,1881,0.187,3535.83
Mammals,Critically Endangered,0.5,Backward,1882,0.187,3664.01
Mammals,Critically Endangered,0.5,Backward,1883,0.187,3812.37
Mammals,Critically Endangered,0.5,Backward,1884,0.187,3847.57
Mammals,Critically Endangered,0.5,Backward,1885,0.187,3877.67
Mammals,Critically Endangered,0.5,Backward,1886,0.187,3925.95
Mammals,Critically Endangered,0.5,Backward,1887,0.187,4052.51
Mammals,Critically Endangered,0.5,Backward,1888,0.187,4324.25
Mammals,Critically Endangered,0.5,Backward,1889,0.187,4339.29
Mammals,Critically Endangered,0.5,Backward,1890,0.187,4601.05
Mammals,Critically Endangered,0.5,Backward,1891,0.187,4752.98
Mammals,Critically Endangered,0.5,Backward,1892,0.187,4791.43
Mammals,Critically Endangered,0.5,Backward,1893,0.187,4771.07
Mammals,Critically Endangered,0.5,Backward,1894,0.187,4897.12
Mammals,Critically Endangered,0.5,Backward,1895,0.187,5102.3
Mammals,Critically Endangered,0.5,Backward,1896,0.187,5225.58
Mammals,Critically Endangered,0.5,Backward,1897,0.187,5406.76
Mammals,Critically Endangered,0.5,Backward,1898,0.187,5618.41
Mammals,Critically Endangered,0.5,Backward,1899,0.187,5990.29
Mammals,Critically Endangered,0.5,Backward,1900,0.187,6242.25
Mammals,Critically Endangered,0.5,Backward,1901,0.187,6398.4
Mammals,Critically Endangered,0.5,Backward,1902,0.187,6525.69
Mammals,Critically Endangered,0.5,Backward,1903,0.187,6960.58
Mammals,Critically Endangered,0.5,Backward,1904,0.187,7034.49
Mammals,Critically Endangered,0.5,Backward,1905,0.187,7371.01
Mammals,Critically Endangered,0.5,Backward,1906,0.187,7678.75
Mammals,Critically Endangered,0.5,Backward,1907,0.187,8452.3
Mammals,Critically Endangered,0.5,Backward,1908,0.187,8234.47
Mammals,Critically Endangered,0.5,Backward,1909,0.187,8487.3
Mammals,Critically Endangered,0.5,Backward,1910,0.187,8827.21
Mammals,Critically Endangered,0.5,Backward,1911,0.187,8957.82
Mammals,Critically Endangered,0.5,Backward,1912,0.187,9309.66
Mammals,Critically Endangered,0.5,Backward,1913,0.187,9927.85
Mammals,Critically Endangered,0.5,Backward,1914,0.187,9229.24
Mammals,Critically Endangered,0.5,Backward,1915,0.186,9142.34
Mammals,Critically Endangered,0.5,Backward,1916,0.186,9685.77
Mammals,Critically Endangered,0.5,Backward,1917,0.186,9993.44
Mammals,Critically Endangered,0.5,Backward,1918,0.186,9896.8
Mammals,Critically Endangered,0.5,Backward,1919,0.185,8905.55
Mammals,Critically Endangered,0.5,Backward,1920,0.185,9993.64
Mammals,Critically Endangered,0.5,Backward,1921,0.185,9036.88
Mammals,Critically Endangered,0.5,Backward,1922,0.185,9440.31
Mammals,Critically Endangered,0.5,Backward,1923,0.185,10458.99
Mammals,Critically Endangered,0.5,Backward,1924,0.185,10516.44
Mammals,Critically Endangered,0.5,Backward,1925,0.185,10671.69
Mammals,Critically Endangered,0.5,Backward,1926,0.185,10557.28
Mammals,Critically Endangered,0.5,Backward,1927,0.184,11402.16
Mammals,Critically Endangered,0.5,Backward,1928,0.184,11401.07
Mammals,Critically Endangered,0.5,Backward,1929,0.184,12110.35
Mammals,Critically Endangered,0.5,Backward,1930,0.184,11421.35
Mammals,Critically Endangered,0.5,Backward,1931,0.184,10502.01
Mammals,Critically Endangered,0.5,Backward,1932,0.184,9763.69
Mammals,Critically Endangered,0.5,Backward,1933,0.184,10175.85
Mammals,Critically Endangered,0.5,Backward,1934,0.184,10875.6
Mammals,Critically Endangered,0.5,Backward,1935,0.184,11323.5
Mammals,Critically Endangered,0.5,Backward,1936,0.184,12197.97
Mammals,Critically Endangered,0.5,Backward,1937,0.184,12904.77
Mammals,Critically Endangered,0.5,Backward,1938,0.184,12355.64
Mammals,Critically Endangered,0.5,Backward,1939,0.184,12957.99
Mammals,Critically Endangered,0.5,Backward,1940,0.183,13783.93
Mammals,Critically Endangered,0.5,Backward,1941,0.183,14098.08
Mammals,Critically Endangered,0.5,Backward,1942,0.183,14192.13
Mammals,Critically Endangered,0.5,Backward,1943,0.183,14682.31
Mammals,Critically Endangered,0.5,Backward,1944,0.182,14690.47
Mammals,Critically Endangered,0.5,Backward,1945,0.182,13012.78
Mammals,Critically Endangered,0.5,Backward,1946,0.182,14143.72
Mammals,Critically Endangered,0.5,Backward,1947,0.181,15465.85
Mammals,Critically Endangered,0.5,Backward,1948,0.181,16207.23
Mammals,Critically Endangered,0.5,Backward,1949,0.181,15916.8
Mammals,Critically Endangered,0.5,Backward,1950,0.18,16890.93
Mammals,Critically Endangered,0.5,Backward,1951,0.18,17999.91
Mammals,Critically Endangered,0.5,Backward,1952,0.18,18289.06
Mammals,Critically Endangered,0.5,Backward,1953,0.179,18807.37
Mammals,Critically Endangered,0.5,Backward,1954,0.179,19294.46
Mammals,Critically Endangered,0.5,Backward,1955,0.179,20897.93
Mammals,Critically Endangered,0.5,Backward,1956,0.179,22089.56
Mammals,Critically Endangered,0.5,Backward,1957,0.178,22826.03
Mammals,Critically Endangered,0.5,Backward,1958,0.178,23548.55
Mammals,Critically Endangered,0.5,Backward,1959,0.178,24752.49
Mammals,Critically Endangered,0.5,Backward,1960,0.178,25988.11
Mammals,Critically Endangered,0.5,Backward,1961,0.177,26188.78
Mammals,Critically Endangered,0.5,Backward,1962,0.177,27104.02
Mammals,Critically Endangered,0.5,Backward,1963,0.177,28523.2
Mammals,Critically Endangered,0.5,Backward,1964,0.177,29803.1
Mammals,Critically Endangered,0.5,Backward,1965,0.177,31127.83
Mammals,Critically Endangered,0.5,Backward,1966,0.176,32601.15
Mammals,Critically Endangered,0.5,Backward,1967,0.176,33451.89
Mammals,Critically Endangered,0.5,Backward,1968,0.176,35010.35
Mammals,Critically Endangered,0.5,Backward,1969,0.176,37112.04
Mammals,Critically Endangered,0.5,Backward,1970,0.176,39614.23
Mammals,Critically Endangered,0.5,Backward,1971,0.175,40530.42
Mammals,Critically Endangered,0.5,Backward,1972,0.175,42211.48
Mammals,Critically Endangered,0.5,Backward,1973,0.175,44280.37
Mammals,Critically Endangered,0.5,Backward,1974,0.174,44121.82
Mammals,Critically Endangered,0.5,Backward,1975,0.174,44050.01
Mammals,Critically Endangered,0.5,Backward,1976,0.174,46057.62
Mammals,Critically Endangered,0.5,Backward,1977,0.173,47041.32
Mammals,Critically Endangered,0.5,Backward,1978,0.173,48596.89
Mammals,Critically Endangered,0.5,Backward,1979,0.173,49858.01
Mammals,Critically Endangered,0.5,Backward,1980,0.172,49454.78
Mammals,Critically Endangered,0.5,Backward,1981,0.171,48207.63
Mammals,Critically Endangered,0.5,Backward,1982,0.171,47704.35
Mammals,Critically Endangered,0.5,Backward,1983,0.17,48048.05
Mammals,Critically Endangered,0.5,Backward,1984,0.169,49506.89
Mammals,Critically Endangered,0.5,Backward,1985,0.168,50883.29
Mammals,Critically Endangered,0.5,Backward,1986,0.167,51424.55
Mammals,Critically Endangered,0.5,Backward,1987,0.166,52670.11
Mammals,Critically Endangered,0.5,Backward,1988,0.165,54519.88
Mammals,Critically Endangered,0.5,Backward,1989,0.164,55424.76
Mammals,Critically Endangered,0.5,Backward,1990,0.163,54478.18
Mammals,Critically Endangered,0.5,Backward,1991,0.162,55314.77
Mammals,Critically Endangered,0.5,Backward,1992,0.161,53864.92
Mammals,Critically Endangered,0.5,JP,1850,0.215,1671.58
Mammals,Critically Endangered,0.5,JP,1851,0.215,1685.14
Mammals,Critically Endangered,0.5,JP,1852,0.215,1712.52
Mammals,Critically Endangered,0.5,JP,1853,0.215,1744.62
Mammals,Critically Endangered,0.5,JP,1854,0.215,1838.26
Mammals,Critically Endangered,0.5,JP,1855,0.215,1855.61
Mammals,Critically Endangered,0.5,JP,1856,0.215,1902.93
Mammals,Critically Endangered,0.5,JP,1857,0.216,1918.21
Mammals,Critically Endangered,0.5,JP,1858,0.216,1931.72
Mammals,Critically Endangered,0.5,JP,1859,0.216,1977.01
Mammals,Critically Endangered,0.5,JP,1860,0.216,2049.92
Mammals,Critically Endangered,0.5,JP,1861,0.216,2096.42
Mammals,Critically Endangered,0.5,JP,1862,0.216,2115.8
Mammals,Critically Endangered,0.5,JP,1863,0.216,2174.59
Mammals,Critically Endangered,0.5,JP,1864,0.216,2248.07
Mammals,Critically Endangered,0.5,JP,1865,0.216,2309.96
Mammals,Critically Endangered,0.5,JP,1866,0.216,2347.4
Mammals,Critically Endangered,0.5,JP,1867,0.215,2426.49
Mammals,Critically Endangered,0.5,JP,1868,0.215,2461.67
Mammals,Critically Endangered,0.5,JP,1869,0.215,2535.26
Mammals,Critically Endangered,0.5,JP,1870,0.215,2568.52
Mammals,Critically Endangered,0.5,JP,1871,0.215,2651.61
Mammals,Critically Endangered,0.5,JP,1872,0.216,2805.06
Mammals,Critically Endangered,0.5,JP,1873,0.216,2910.03
Mammals,Critically Endangered,0.5,JP,1874,0.216,2835.53
Mammals,Critically Endangered,0.5,JP,1875,0.216,2975.62
Mammals,Critically Endangered,0.5,JP,1876,0.216,3016
Mammals,Critically Endangered,0.5,JP,1877,0.216,3067.16
Mammals,Critically Endangered,0.5,JP,1878,0.216,3090.95
Mammals,Critically Endangered,0.5,JP,1879,0.216,3221.87
Mammals,Critically Endangered,0.5,JP,1880,0.216,3466.18
Mammals,Critically Endangered,0.5,JP,1881,0.216,3535.83
Mammals,Critically Endangered,0.5,JP,1882,0.216,3664.01
Mammals,Critically Endangered,0.5,JP,1883,0.216,3812.37
Mammals,Critically Endangered,0.5,JP,1884,0.215,3847.57
Mammals,Critically Endangered,0.5,JP,1885,0.215,3877.67
Mammals,Critically Endangered,0.5,JP,1886,0.215,3925.95
Mammals,Critically Endangered,0.5,JP,1887,0.215,4052.51
Mammals,Critically Endangered,0.5,JP,1888,0.215,4324.25
Mammals,Critically Endangered,0.5,JP,1889,0.214,4339.29
Mammals,Critically Endangered,0.5,JP,1890,0.214,4601.05
Mammals,Critically Endangered,0.5,JP,1891,0.214,4752.98
Mammals,Critically Endangered,0.5,JP,1892,0.214,4791.43
Mammals,Critically Endangered,0.5,JP,1893,0.213,4771.07
Mammals,Critically Endangered,0.5,JP,1894,0.213,4897.12
Mammals,Critically Endangered,0.5,JP,1895,0.213,5102.3
Mammals,Critically Endangered,0.5,JP,1896,0.212,5225.58
Mammals,Critically Endangered,0.5,JP,1897,0.212,5406.76
Mammals,Critically Endangered,0.5,JP,1898,0.212,5618.41
Mammals,Critically Endangered,0.5,JP,1899,0.211,5990.29
Mammals,Critically Endangered,0.5,JP,1900,0.211,6242.25
Mammals,Critically Endangered,0.5,JP,1901,0.211,6398.4
Mammals,Critically Endangered,0.5,JP,1902,0.21,6525.69
Mammals,Critically Endangered,0.5,JP,1903,0.21,6960.58
Mammals,Critically Endangered,0.5,JP,1904,0.21,7034.49
Mammals,Critically Endangered,0.5,JP,1905,0.209,7371.01
Mammals,Critically Endangered,0.5,JP,1906,0.209,7678.75
Mammals,Critically Endangered,0.5,JP,1907,0.209,8452.3
Mammals,Critically Endangered,0.5,JP,1908,0.208,8234.47
Mammals,Critically Endangered,0.5,JP,1909,0.208,8487.3
Mammals,Critically Endangered,0.5,JP,1910,0.208,8827.21
Mammals,Critically Endangered,0.5,JP,1911,0.207,8957.82
Mammals,Critically Endangered,0.5,JP,1912,0.207,9309.66
Mammals,Critically Endangered,0.5,JP,1913,0.207,9927.85
Mammals,Critically Endangered,0.5,JP,1914,0.206,9229.24
Mammals,Critically Endangered,0.5,JP,1915,0.206,9142.34
Mammals,Critically Endangered,0.5,JP,1916,0.205,9685.77
Mammals,Critically Endangered,0.5,JP,1917,0.205,9993.44
Mammals,Critically Endangered,0.5,JP,1918,0.205,9896.8
Mammals,Critically Endangered,0.5,JP,1919,0.204,8905.55
Mammals,Critically Endangered,0.5,JP,1920,0.204,9993.64
Mammals,Critically Endangered,0.5,JP,1921,0.203,9036.88
Mammals,Critically Endangered,0.5,JP,1922,0.203,9440.31
Mammals,Critically Endangered,0.5,JP,1923,0.203,10458.99
Mammals,Critically Endangered,0.5,JP,1924,0.202,10516.44
Mammals,Critically Endangered,0.5,JP,1925,0.202,10671.69
Mammals,Critically Endangered,0.5,JP,1926,0.202,10557.28
Mammals,Critically Endangered,0.5,JP,1927,0.201,11402.16
Mammals,Critically Endangered,0.5,JP,1928,0.201,11401.07
Mammals,Critically Endangered,0.5,JP,1929,0.201,12110.35
Mammals,Critically Endangered,0.5,JP,1930,0.2,11421.35
Mammals,Critically Endangered,0.5,JP,1931,0.2,10502.01
Mammals,Critically Endangered,0.5,JP,1932,0.2,9763.69
Mammals,Critically Endangered,0.5,JP,1933,0.199,10175.85
Mammals,Critically Endangered,0.5,JP,1934,0.199,10875.6
Mammals,Critically Endangered,0.5,JP,1935,0.198,11323.5
Mammals,Critically Endangered,0.5,JP,1936,0.198,12197.97
Mammals,Critically Endangered,0.5,JP,1937,0.198,12904.77
Mammals,Critically Endangered,0.5,JP,1938,0.197,12355.64
Mammals,Critically Endangered,0.5,JP,1939,0.197,12957.99
Mammals,Critically Endangered,0.5,JP,1940,0.196,13783.93
Mammals,Critically Endangered,0.5,JP,1941,0.196,14098.08
Mammals,Critically Endangered,0.5,JP,1942,0.195,14192.13
Mammals,Critically Endangered,0.5,JP,1943,0.195,14682.31
Mammals,Critically Endangered,0.5,JP,1944,0.194,14690.47
Mammals,Critically Endangered,0.5,JP,1945,0.193,13012.78
Mammals,Critically Endangered,0.5,JP,1946,0.193,14143.72
Mammals,Critically Endangered,0.5,JP,1947,0.192,15465.85
Mammals,Critically Endangered,0.5,JP,1948,0.192,16207.23
Mammals,Critically Endangered,0.5,JP,1949,0.191,15916.8
Mammals,Critically Endangered,0.5,JP,1950,0.19,16890.93
Mammals,Critically Endangered,0.5,JP,1951,0.19,17999.91
Mammals,Critically Endangered,0.5,JP,1952,0.189,18289.06
Mammals,Critically Endangered,0.5,JP,1953,0.188,18807.37
Mammals,Critically Endangered,0.5,JP,1954,0.188,19294.46
Mammals,Critically Endangered,0.5,JP,1955,0.187,20897.93
Mammals,Critically Endangered,0.5,JP,1956,0.186,22089.56
Mammals,Critically Endangered,0.5,JP,1957,0.185,22826.03
Mammals,Critically Endangered,0.5,JP,1958,0.185,23548.55
Mammals,Critically Endangered,0.5,JP,1959,0.184,24752.49
Mammals,Critically Endangered,0.5,JP,1960,0.184,25988.11
Mammals,Critically Endangered,0.5,JP,1961,0.183,26188.78
Mammals,Critically Endangered,0.5,JP,1962,0.182,27104.02
Mammals,Critically Endangered,0.5,JP,1963,0.182,28523.2
Mammals,Critically Endangered,0.5,JP,1964,0.181,29803.1
Mammals,Critically Endangered,0.5,JP,1965,0.181,31127.83
