Taxon,redlistCategory,Resolution,Methods,Year,Pearson's r
Amphibians,Near Threatened,0.5,JP,1568,0.217
Amphibians,Near Threatened,0.5,JP,1569,0.217
Amphibians,Near Threatened,0.5,JP,1570,0.217
Amphibians,Near Threatened,0.5,JP,1571,0.217
Amphibians,Near Threatened,0.5,JP,1572,0.217
Amphibians,Near Threatened,0.5,JP,1573,0.217
Amphibians,Near Threatened,0.5,JP,1574,0.217
Amphibians,Near Threatened,0.5,JP,1575,0.217
Amphibians,Near Threatened,0.5,JP,1576,0.217
Amphibians,Near Threatened,0.5,JP,1577,0.217
Amphibians,Near Threatened,0.5,JP,1578,0.217
Amphibians,Near Threatened,0.5,JP,1579,0.217
Amphibians,Near Threatened,0.5,JP,1580,0.217
Amphibians,Near Threatened,0.5,JP,1581,0.217
Amphibians,Near Threatened,0.5,JP,1582,0.217
Amphibians,Near Threatened,0.5,JP,1583,0.217
Amphibians,Near Threatened,0.5,JP,1584,0.217
Amphibians,Near Threatened,0.5,JP,1585,0.217
Amphibians,Near Threatened,0.5,JP,1586,0.217
Amphibians,Near Threatened,0.5,JP,1587,0.217
Amphibians,Near Threatened,0.5,JP,1588,0.217
Amphibians,Near Threatened,0.5,JP,1589,0.217
Amphibians,Near Threatened,0.5,JP,1590,0.217
Amphibians,Near Threatened,0.5,JP,1591,0.217
Amphibians,Near Threatened,0.5,JP,1592,0.217
Amphibians,Near Threatened,0.5,JP,1593,0.217
Amphibians,Near Threatened,0.5,JP,1594,0.217
Amphibians,Near Threatened,0.5,JP,1595,0.217
Amphibians,Near Threatened,0.5,JP,1596,0.217
Amphibians,Near Threatened,0.5,JP,1597,0.217
Amphibians,Near Threatened,0.5,JP,1598,0.217
Amphibians,Near Threatened,0.5,JP,1599,0.217
Amphibians,Near Threatened,0.5,JP,1600,0.217
Amphibians,Near Threatened,0.5,JP,1601,0.217
Amphibians,Near Threatened,0.5,JP,1602,0.217
Amphibians,Near Threatened,0.5,JP,1603,0.217
Amphibians,Near Threatened,0.5,JP,1604,0.217
Amphibians,Near Threatened,0.5,JP,1605,0.217
Amphibians,Near Threatened,0.5,JP,1606,0.217
Amphibians,Near Threatened,0.5,JP,1607,0.217
Amphibians,Near Threatened,0.5,JP,1608,0.217
Amphibians,Near Threatened,0.5,JP,1609,0.217
Amphibians,Near Threatened,0.5,JP,1610,0.217
Amphibians,Near Threatened,0.5,JP,1611,0.217
Amphibians,Near Threatened,0.5,JP,1612,0.217
Amphibians,Near Threatened,0.5,JP,1613,0.217
Amphibians,Near Threatened,0.5,JP,1614,0.217
Amphibians,Near Threatened,0.5,JP,1615,0.217
Amphibians,Near Threatened,0.5,JP,1616,0.217
Amphibians,Near Threatened,0.5,JP,1617,0.217
Amphibians,Near Threatened,0.5,JP,1618,0.217
Amphibians,Near Threatened,0.5,JP,1619,0.217
Amphibians,Near Threatened,0.5,JP,1620,0.218
Amphibians,Near Threatened,0.5,JP,1621,0.218
Amphibians,Near Threatened,0.5,JP,1622,0.218
Amphibians,Near Threatened,0.5,JP,1623,0.218
Amphibians,Near Threatened,0.5,JP,1624,0.218
Amphibians,Near Threatened,0.5,JP,1625,0.218
Amphibians,Near Threatened,0.5,JP,1626,0.218
Amphibians,Near Threatened,0.5,JP,1627,0.218
Amphibians,Near Threatened,0.5,JP,1628,0.218
Amphibians,Near Threatened,0.5,JP,1629,0.218
Amphibians,Near Threatened,0.5,JP,1630,0.218
Amphibians,Near Threatened,0.5,JP,1631,0.218
Amphibians,Near Threatened,0.5,JP,1632,0.218
Amphibians,Near Threatened,0.5,JP,1633,0.218
Amphibians,Near Threatened,0.5,JP,1634,0.218
Amphibians,Near Threatened,0.5,JP,1635,0.218
Amphibians,Near Threatened,0.5,JP,1636,0.218
Amphibians,Near Threatened,0.5,JP,1637,0.218
Amphibians,Near Threatened,0.5,JP,1638,0.218
Amphibians,Near Threatened,0.5,JP,1639,0.218
Amphibians,Near Threatened,0.5,JP,1640,0.218
Amphibians,Near Threatened,0.5,JP,1641,0.218
Amphibians,Near Threatened,0.5,JP,1642,0.218
Amphibians,Near Threatened,0.5,JP,1643,0.218
Amphibians,Near Threatened,0.5,JP,1644,0.219
Amphibians,Near Threatened,0.5,JP,1645,0.219
Amphibians,Near Threatened,0.5,JP,1646,0.219
Amphibians,Near Threatened,0.5,JP,1647,0.219
Amphibians,Near Threatened,0.5,JP,1648,0.219
Amphibians,Near Threatened,0.5,JP,1649,0.219
Amphibians,Near Threatened,0.5,JP,1650,0.219
Amphibians,Near Threatened,0.5,JP,1651,0.219
Amphibians,Near Threatened,0.5,JP,1652,0.219
Amphibians,Near Threatened,0.5,JP,1653,0.219
Amphibians,Near Threatened,0.5,JP,1654,0.219
Amphibians,Near Threatened,0.5,JP,1655,0.219
Amphibians,Near Threatened,0.5,JP,1656,0.219
Amphibians,Near Threatened,0.5,JP,1657,0.219
Amphibians,Near Threatened,0.5,JP,1658,0.219
Amphibians,Near Threatened,0.5,JP,1659,0.219
Amphibians,Near Threatened,0.5,JP,1660,0.218
Amphibians,Near Threatened,0.5,JP,1661,0.218
Amphibians,Near Threatened,0.5,JP,1662,0.218
Amphibians,Near Threatened,0.5,JP,1663,0.218
Amphibians,Near Threatened,0.5,JP,1664,0.218
Amphibians,Near Threatened,0.5,JP,1665,0.218
Amphibians,Near Threatened,0.5,JP,1666,0.218
Amphibians,Near Threatened,0.5,JP,1667,0.218
Amphibians,Near Threatened,0.5,JP,1668,0.218
Amphibians,Near Threatened,0.5,JP,1669,0.218
Amphibians,Near Threatened,0.5,JP,1670,0.218
Amphibians,Near Threatened,0.5,JP,1671,0.218
Amphibians,Near Threatened,0.5,JP,1672,0.218
Amphibians,Near Threatened,0.5,JP,1673,0.218
Amphibians,Near Threatened,0.5,JP,1674,0.218
Amphibians,Near Threatened,0.5,JP,1675,0.218
Amphibians,Near Threatened,0.5,JP,1676,0.218
Amphibians,Near Threatened,0.5,JP,1677,0.218
Amphibians,Near Threatened,0.5,JP,1678,0.218
Amphibians,Near Threatened,0.5,JP,1679,0.218
Amphibians,Near Threatened,0.5,JP,1680,0.218
Amphibians,Near Threatened,0.5,JP,1681,0.218
Amphibians,Near Threatened,0.5,JP,1682,0.218
Amphibians,Near Threatened,0.5,JP,1683,0.218
Amphibians,Near Threatened,0.5,JP,1684,0.218
Amphibians,Near Threatened,0.5,JP,1685,0.218
Amphibians,Near Threatened,0.5,JP,1686,0.218
Amphibians,Near Threatened,0.5,JP,1687,0.218
Amphibians,Near Threatened,0.5,JP,1688,0.218
Amphibians,Near Threatened,0.5,JP,1689,0.218
Amphibians,Near Threatened,0.5,JP,1690,0.218
Amphibians,Near Threatened,0.5,JP,1691,0.218
Amphibians,Near Threatened,0.5,JP,1692,0.218
Amphibians,Near Threatened,0.5,JP,1693,0.218
Amphibians,Near Threatened,0.5,JP,1694,0.218
Amphibians,Near Threatened,0.5,JP,1695,0.218
Amphibians,Near Threatened,0.5,JP,1696,0.218
Amphibians,Near Threatened,0.5,JP,1697,0.218
Amphibians,Near Threatened,0.5,JP,1698,0.218
Amphibians,Near Threatened,0.5,JP,1699,0.218
Amphibians,Near Threatened,0.5,JP,1700,0.217
Amphibians,Near Threatened,0.5,JP,1701,0.218
Amphibians,Near Threatened,0.5,JP,1702,0.218
Amphibians,Near Threatened,0.5,JP,1703,0.217
Amphibians,Near Threatened,0.5,JP,1704,0.217
Amphibians,Near Threatened,0.5,JP,1705,0.217
Amphibians,Near Threatened,0.5,JP,1706,0.217
Amphibians,Near Threatened,0.5,JP,1707,0.217
Amphibians,Near Threatened,0.5,JP,1708,0.217
Amphibians,Near Threatened,0.5,JP,1709,0.217
Amphibians,Near Threatened,0.5,JP,1710,0.217
Amphibians,Near Threatened,0.5,JP,1711,0.216
Amphibians,Near Threatened,0.5,JP,1712,0.216
Amphibians,Near Threatened,0.5,JP,1713,0.216
Amphibians,Near Threatened,0.5,JP,1714,0.216
Amphibians,Near Threatened,0.5,JP,1715,0.216
Amphibians,Near Threatened,0.5,JP,1716,0.216
Amphibians,Near Threatened,0.5,JP,1717,0.216
Amphibians,Near Threatened,0.5,JP,1718,0.216
Amphibians,Near Threatened,0.5,JP,1719,0.216
Amphibians,Near Threatened,0.5,JP,1720,0.215
Amphibians,Near Threatened,0.5,JP,1721,0.215
Amphibians,Near Threatened,0.5,JP,1722,0.215
Amphibians,Near Threatened,0.5,JP,1723,0.215
Amphibians,Near Threatened,0.5,JP,1724,0.215
Amphibians,Near Threatened,0.5,JP,1725,0.215
Amphibians,Near Threatened,0.5,JP,1726,0.215
Amphibians,Near Threatened,0.5,JP,1727,0.215
Amphibians,Near Threatened,0.5,JP,1728,0.214
Amphibians,Near Threatened,0.5,JP,1729,0.214
Amphibians,Near Threatened,0.5,JP,1730,0.214
Amphibians,Near Threatened,0.5,JP,1731,0.214
Amphibians,Near Threatened,0.5,JP,1732,0.214
Amphibians,Near Threatened,0.5,JP,1733,0.214
Amphibians,Near Threatened,0.5,JP,1734,0.214
Amphibians,Near Threatened,0.5,JP,1735,0.213
Amphibians,Near Threatened,0.5,JP,1736,0.213
Amphibians,Near Threatened,0.5,JP,1737,0.213
Amphibians,Near Threatened,0.5,JP,1738,0.213
Amphibians,Near Threatened,0.5,JP,1739,0.213
Amphibians,Near Threatened,0.5,JP,1740,0.213
Amphibians,Near Threatened,0.5,JP,1741,0.213
Amphibians,Near Threatened,0.5,JP,1742,0.213
Amphibians,Near Threatened,0.5,JP,1743,0.212
Amphibians,Near Threatened,0.5,JP,1744,0.212
Amphibians,Near Threatened,0.5,JP,1745,0.212
Amphibians,Near Threatened,0.5,JP,1746,0.212
Amphibians,Near Threatened,0.5,JP,1747,0.212
Amphibians,Near Threatened,0.5,JP,1748,0.212
Amphibians,Near Threatened,0.5,JP,1749,0.212
Amphibians,Near Threatened,0.5,JP,1750,0.212
Amphibians,Near Threatened,0.5,JP,1751,0.211
Amphibians,Near Threatened,0.5,JP,1752,0.211
Amphibians,Near Threatened,0.5,JP,1753,0.211
Amphibians,Near Threatened,0.5,JP,1754,0.211
Amphibians,Near Threatened,0.5,JP,1755,0.211
Amphibians,Near Threatened,0.5,JP,1756,0.211
Amphibians,Near Threatened,0.5,JP,1757,0.211
Amphibians,Near Threatened,0.5,JP,1758,0.21
Amphibians,Near Threatened,0.5,JP,1759,0.21
Amphibians,Near Threatened,0.5,JP,1760,0.21
Amphibians,Near Threatened,0.5,JP,1761,0.21
Amphibians,Near Threatened,0.5,JP,1762,0.21
Amphibians,Near Threatened,0.5,JP,1763,0.21
Amphibians,Near Threatened,0.5,JP,1764,0.21
Amphibians,Near Threatened,0.5,JP,1765,0.209
Amphibians,Near Threatened,0.5,JP,1766,0.209
Amphibians,Near Threatened,0.5,JP,1767,0.209
Amphibians,Near Threatened,0.5,JP,1768,0.209
Amphibians,Near Threatened,0.5,JP,1769,0.209
Amphibians,Near Threatened,0.5,JP,1770,0.209
Amphibians,Near Threatened,0.5,JP,1771,0.209
Amphibians,Near Threatened,0.5,JP,1772,0.208
Amphibians,Near Threatened,0.5,JP,1773,0.208
Amphibians,Near Threatened,0.5,JP,1774,0.208
Amphibians,Near Threatened,0.5,JP,1775,0.208
Amphibians,Near Threatened,0.5,JP,1776,0.208
Amphibians,Near Threatened,0.5,JP,1777,0.208
Amphibians,Near Threatened,0.5,JP,1778,0.208
Amphibians,Near Threatened,0.5,JP,1779,0.207
Amphibians,Near Threatened,0.5,JP,1780,0.207
Amphibians,Near Threatened,0.5,JP,1781,0.207
Amphibians,Near Threatened,0.5,JP,1782,0.207
Amphibians,Near Threatened,0.5,JP,1783,0.207
Amphibians,Near Threatened,0.5,JP,1784,0.207
Amphibians,Near Threatened,0.5,JP,1785,0.207
Amphibians,Near Threatened,0.5,JP,1786,0.206
Amphibians,Near Threatened,0.5,JP,1787,0.206
Amphibians,Near Threatened,0.5,JP,1788,0.206
Amphibians,Near Threatened,0.5,JP,1789,0.206
Amphibians,Near Threatened,0.5,JP,1790,0.206
Amphibians,Near Threatened,0.5,JP,1791,0.206
Amphibians,Near Threatened,0.5,JP,1792,0.205
Amphibians,Near Threatened,0.5,JP,1793,0.205
Amphibians,Near Threatened,0.5,JP,1794,0.205
Amphibians,Near Threatened,0.5,JP,1795,0.205
Amphibians,Near Threatened,0.5,JP,1796,0.205
Amphibians,Near Threatened,0.5,JP,1797,0.205
Amphibians,Near Threatened,0.5,JP,1798,0.205
Amphibians,Near Threatened,0.5,JP,1799,0.204
Amphibians,Near Threatened,0.5,JP,1800,0.204
Amphibians,Near Threatened,0.5,JP,1801,0.204
Amphibians,Near Threatened,0.5,JP,1802,0.204
Amphibians,Near Threatened,0.5,JP,1803,0.204
Amphibians,Near Threatened,0.5,JP,1804,0.204
Amphibians,Near Threatened,0.5,JP,1805,0.203
Amphibians,Near Threatened,0.5,JP,1806,0.203
Amphibians,Near Threatened,0.5,JP,1807,0.203
Amphibians,Near Threatened,0.5,JP,1808,0.203
Amphibians,Near Threatened,0.5,JP,1809,0.203
Amphibians,Near Threatened,0.5,JP,1810,0.203
Amphibians,Near Threatened,0.5,JP,1811,0.202
Amphibians,Near Threatened,0.5,JP,1812,0.202
Amphibians,Near Threatened,0.5,JP,1813,0.202
Amphibians,Near Threatened,0.5,JP,1814,0.202
Amphibians,Near Threatened,0.5,JP,1815,0.202
Amphibians,Near Threatened,0.5,JP,1816,0.201
Amphibians,Near Threatened,0.5,JP,1817,0.201
Amphibians,Near Threatened,0.5,JP,1818,0.201
Amphibians,Near Threatened,0.5,JP,1819,0.201
Amphibians,Near Threatened,0.5,JP,1820,0.201
Amphibians,Near Threatened,0.5,JP,1821,0.201
Amphibians,Near Threatened,0.5,JP,1822,0.2
Amphibians,Near Threatened,0.5,JP,1823,0.2
Amphibians,Near Threatened,0.5,JP,1824,0.2
Amphibians,Near Threatened,0.5,JP,1825,0.2
Amphibians,Near Threatened,0.5,JP,1826,0.2
Amphibians,Near Threatened,0.5,JP,1827,0.199
Amphibians,Near Threatened,0.5,JP,1828,0.199
Amphibians,Near Threatened,0.5,JP,1829,0.199
Amphibians,Near Threatened,0.5,JP,1830,0.199
Amphibians,Near Threatened,0.5,JP,1831,0.199
Amphibians,Near Threatened,0.5,JP,1832,0.199
Amphibians,Near Threatened,0.5,JP,1833,0.198
Amphibians,Near Threatened,0.5,JP,1834,0.198
Amphibians,Near Threatened,0.5,JP,1835,0.198
Amphibians,Near Threatened,0.5,JP,1836,0.198
Amphibians,Near Threatened,0.5,JP,1837,0.198
Amphibians,Near Threatened,0.5,JP,1838,0.197
Amphibians,Near Threatened,0.5,JP,1839,0.197
Amphibians,Near Threatened,0.5,JP,1840,0.197
Amphibians,Near Threatened,0.5,JP,1841,0.197
Amphibians,Near Threatened,0.5,JP,1842,0.197
Amphibians,Near Threatened,0.5,JP,1843,0.196
Amphibians,Near Threatened,0.5,JP,1844,0.196
Amphibians,Near Threatened,0.5,JP,1845,0.196
Amphibians,Near Threatened,0.5,JP,1846,0.196
Amphibians,Near Threatened,0.5,JP,1847,0.195
Amphibians,Near Threatened,0.5,JP,1848,0.195
Amphibians,Near Threatened,0.5,JP,1849,0.195
Amphibians,Near Threatened,0.5,JP,1850,0.195
Amphibians,Near Threatened,0.5,JP,1851,0.194
Amphibians,Near Threatened,0.5,JP,1852,0.194
Amphibians,Near Threatened,0.5,JP,1853,0.194
Amphibians,Near Threatened,0.5,JP,1854,0.193
Amphibians,Near Threatened,0.5,JP,1855,0.193
Amphibians,Near Threatened,0.5,JP,1856,0.193
Amphibians,Near Threatened,0.5,JP,1857,0.192
Amphibians,Near Threatened,0.5,JP,1858,0.192
Amphibians,Near Threatened,0.5,JP,1859,0.191
Amphibians,Near Threatened,0.5,JP,1860,0.191
Amphibians,Near Threatened,0.5,JP,1861,0.191
Amphibians,Near Threatened,0.5,JP,1862,0.191
Amphibians,Near Threatened,0.5,JP,1863,0.191
Amphibians,Near Threatened,0.5,JP,1864,0.191
Amphibians,Near Threatened,0.5,JP,1865,0.191
Amphibians,Near Threatened,0.5,JP,1866,0.191
Amphibians,Near Threatened,0.5,JP,1867,0.19
Amphibians,Near Threatened,0.5,JP,1868,0.19
Amphibians,Near Threatened,0.5,JP,1869,0.19
Amphibians,Near Threatened,0.5,JP,1870,0.19
Amphibians,Near Threatened,0.5,JP,1871,0.19
Amphibians,Near Threatened,0.5,JP,1872,0.189
Amphibians,Near Threatened,0.5,JP,1873,0.189
Amphibians,Near Threatened,0.5,JP,1874,0.188
Amphibians,Near Threatened,0.5,JP,1875,0.188
Amphibians,Near Threatened,0.5,JP,1876,0.187
Amphibians,Near Threatened,0.5,JP,1877,0.187
Amphibians,Near Threatened,0.5,JP,1878,0.186
Amphibians,Near Threatened,0.5,JP,1879,0.186
Amphibians,Near Threatened,0.5,JP,1880,0.185
Amphibians,Near Threatened,0.5,JP,1881,0.185
Amphibians,Near Threatened,0.5,JP,1882,0.184
Amphibians,Near Threatened,0.5,JP,1883,0.183
Amphibians,Near Threatened,0.5,JP,1884,0.183
Amphibians,Near Threatened,0.5,JP,1885,0.182
Amphibians,Near Threatened,0.5,JP,1886,0.181
Amphibians,Near Threatened,0.5,JP,1887,0.181
Amphibians,Near Threatened,0.5,JP,1888,0.18
Amphibians,Near Threatened,0.5,JP,1889,0.18
Amphibians,Near Threatened,0.5,JP,1890,0.179
Amphibians,Near Threatened,0.5,JP,1891,0.178
Amphibians,Near Threatened,0.5,JP,1892,0.178
Amphibians,Near Threatened,0.5,JP,1893,0.177
Amphibians,Near Threatened,0.5,JP,1894,0.177
Amphibians,Near Threatened,0.5,JP,1895,0.176
Amphibians,Near Threatened,0.5,JP,1896,0.175
Amphibians,Near Threatened,0.5,JP,1897,0.175
Amphibians,Near Threatened,0.5,JP,1898,0.174
Amphibians,Near Threatened,0.5,JP,1899,0.173
Amphibians,Near Threatened,0.5,JP,1900,0.173
Amphibians,Near Threatened,0.5,JP,1901,0.172
Amphibians,Near Threatened,0.5,JP,1902,0.171
Amphibians,Near Threatened,0.5,JP,1903,0.171
Amphibians,Near Threatened,0.5,JP,1904,0.17
Amphibians,Near Threatened,0.5,JP,1905,0.169
Amphibians,Near Threatened,0.5,JP,1906,0.169
Amphibians,Near Threatened,0.5,JP,1907,0.168
Amphibians,Near Threatened,0.5,JP,1908,0.167
Amphibians,Near Threatened,0.5,JP,1909,0.167
Amphibians,Near Threatened,0.5,JP,1910,0.166
Amphibians,Near Threatened,0.5,JP,1911,0.166
Amphibians,Near Threatened,0.5,JP,1912,0.165
Amphibians,Near Threatened,0.5,JP,1913,0.164
Amphibians,Near Threatened,0.5,JP,1914,0.164
Amphibians,Near Threatened,0.5,JP,1915,0.163
Amphibians,Near Threatened,0.5,JP,1916,0.163
Amphibians,Near Threatened,0.5,JP,1917,0.162
Amphibians,Near Threatened,0.5,JP,1918,0.162
Amphibians,Near Threatened,0.5,JP,1919,0.161
Amphibians,Near Threatened,0.5,JP,1920,0.16
Amphibians,Near Threatened,0.5,JP,1921,0.16
Amphibians,Near Threatened,0.5,JP,1922,0.16
Amphibians,Near Threatened,0.5,JP,1923,0.159
Amphibians,Near Threatened,0.5,JP,1924,0.159
Amphibians,Near Threatened,0.5,JP,1925,0.158
Amphibians,Near Threatened,0.5,JP,1926,0.158
Amphibians,Near Threatened,0.5,JP,1927,0.158
Amphibians,Near Threatened,0.5,JP,1928,0.157
Amphibians,Near Threatened,0.5,JP,1929,0.156
Amphibians,Near Threatened,0.5,JP,1930,0.156
Amphibians,Near Threatened,0.5,JP,1931,0.156
Amphibians,Near Threatened,0.5,JP,1932,0.155
Amphibians,Near Threatened,0.5,JP,1933,0.154
Amphibians,Near Threatened,0.5,JP,1934,0.154
Amphibians,Near Threatened,0.5,JP,1935,0.153
Amphibians,Near Threatened,0.5,JP,1936,0.153
Amphibians,Near Threatened,0.5,JP,1937,0.152
Amphibians,Near Threatened,0.5,JP,1938,0.151
Amphibians,Near Threatened,0.5,JP,1939,0.151
Amphibians,Near Threatened,0.5,JP,1940,0.15
Amphibians,Near Threatened,0.5,JP,1941,0.149
Amphibians,Near Threatened,0.5,JP,1942,0.149
Amphibians,Near Threatened,0.5,JP,1943,0.148
Amphibians,Near Threatened,0.5,JP,1944,0.147
Amphibians,Near Threatened,0.5,JP,1945,0.146
Amphibians,Near Threatened,0.5,JP,1946,0.145
Amphibians,Near Threatened,0.5,JP,1947,0.144
Amphibians,Near Threatened,0.5,JP,1948,0.143
Amphibians,Near Threatened,0.5,JP,1949,0.142
Amphibians,Near Threatened,0.5,JP,1950,0.142
Amphibians,Near Threatened,0.5,JP,1951,0.141
Amphibians,Near Threatened,0.5,JP,1952,0.141
Amphibians,Near Threatened,0.5,JP,1953,0.14
Amphibians,Near Threatened,0.5,JP,1954,0.14
Amphibians,Near Threatened,0.5,JP,1955,0.139
Amphibians,Near Threatened,0.5,JP,1956,0.138
Amphibians,Near Threatened,0.5,JP,1957,0.137
Amphibians,Near Threatened,0.5,JP,1958,0.139
Amphibians,Near Threatened,0.5,JP,1959,0.138
Amphibians,Near Threatened,0.5,JP,1960,0.138
Amphibians,Near Threatened,0.5,JP,1961,0.137
Amphibians,Near Threatened,0.5,JP,1962,0.137
Amphibians,Near Threatened,0.5,JP,1963,0.137
Amphibians,Near Threatened,0.5,JP,1964,0.137
Amphibians,Near Threatened,0.5,JP,1965,0.136
Amphibians,Near Threatened,0.5,JP,1966,0.136
Amphibians,Near Threatened,0.5,JP,1967,0.135
Amphibians,Near Threatened,0.5,JP,1968,0.135
Amphibians,Near Threatened,0.5,JP,1969,0.134
Amphibians,Near Threatened,0.5,JP,1970,0.134
Amphibians,Near Threatened,0.5,JP,1971,0.134
Amphibians,Near Threatened,0.5,JP,1972,0.134
Amphibians,Near Threatened,0.5,JP,1973,0.133
Amphibians,Near Threatened,0.5,JP,1974,0.133
Amphibians,Near Threatened,0.5,JP,1975,0.132
Amphibians,Near Threatened,0.5,JP,1976,0.132
Amphibians,Near Threatened,0.5,JP,1977,0.131
Amphibians,Near Threatened,0.5,JP,1978,0.13
Amphibians,Near Threatened,0.5,JP,1979,0.13
Amphibians,Near Threatened,0.5,JP,1980,0.13
Amphibians,Near Threatened,0.5,JP,1981,0.129
Amphibians,Near Threatened,0.5,JP,1982,0.128
Amphibians,Near Threatened,0.5,JP,1983,0.128
Amphibians,Near Threatened,0.5,JP,1984,0.127
Amphibians,Near Threatened,0.5,JP,1985,0.126
Amphibians,Near Threatened,0.5,JP,1986,0.125
Amphibians,Near Threatened,0.5,JP,1987,0.124
Amphibians,Near Threatened,0.5,JP,1988,0.122
Amphibians,Near Threatened,0.5,JP,1989,0.121
Amphibians,Near Threatened,0.5,JP,1990,0.12
Amphibians,Near Threatened,0.5,JP,1991,0.121
Amphibians,Near Threatened,0.5,JP,1992,0.119
Amphibians,Vulnerable,0.5,Forward,1500,0.135
Amphibians,Vulnerable,0.5,Forward,1501,0.135
Amphibians,Vulnerable,0.5,Forward,1502,0.135
Amphibians,Vulnerable,0.5,Forward,1503,0.135
Amphibians,Vulnerable,0.5,Forward,1504,0.135
Amphibians,Vulnerable,0.5,Forward,1505,0.135
Amphibians,Vulnerable,0.5,Forward,1506,0.135
Amphibians,Vulnerable,0.5,Forward,1507,0.135
Amphibians,Vulnerable,0.5,Forward,1508,0.135
Amphibians,Vulnerable,0.5,Forward,1509,0.135
Amphibians,Vulnerable,0.5,Forward,1510,0.135
Amphibians,Vulnerable,0.5,Forward,1511,0.135
Amphibians,Vulnerable,0.5,Forward,1512,0.135
Amphibians,Vulnerable,0.5,Forward,1513,0.135
Amphibians,Vulnerable,0.5,Forward,1514,0.135
Amphibians,Vulnerable,0.5,Forward,1515,0.135
Amphibians,Vulnerable,0.5,Forward,1516,0.135
Amphibians,Vulnerable,0.5,Forward,1517,0.135
Amphibians,Vulnerable,0.5,Forward,1518,0.135
Amphibians,Vulnerable,0.5,Forward,1519,0.135
Amphibians,Vulnerable,0.5,Forward,1520,0.135
Amphibians,Vulnerable,0.5,Forward,1521,0.135
Amphibians,Vulnerable,0.5,Forward,1522,0.135
Amphibians,Vulnerable,0.5,Forward,1523,0.135
Amphibians,Vulnerable,0.5,Forward,1524,0.135
Amphibians,Vulnerable,0.5,Forward,1525,0.135
Amphibians,Vulnerable,0.5,Forward,1526,0.136
Amphibians,Vulnerable,0.5,Forward,1527,0.136
Amphibians,Vulnerable,0.5,Forward,1528,0.136
Amphibians,Vulnerable,0.5,Forward,1529,0.136
Amphibians,Vulnerable,0.5,Forward,1530,0.136
Amphibians,Vulnerable,0.5,Forward,1531,0.136
Amphibians,Vulnerable,0.5,Forward,1532,0.136
Amphibians,Vulnerable,0.5,Forward,1533,0.136
Amphibians,Vulnerable,0.5,Forward,1534,0.136
Amphibians,Vulnerable,0.5,Forward,1535,0.136
Amphibians,Vulnerable,0.5,Forward,1536,0.136
Amphibians,Vulnerable,0.5,Forward,1537,0.136
Amphibians,Vulnerable,0.5,Forward,1538,0.136
Amphibians,Vulnerable,0.5,Forward,1539,0.136
Amphibians,Vulnerable,0.5,Forward,1540,0.136
Amphibians,Vulnerable,0.5,Forward,1541,0.136
Amphibians,Vulnerable,0.5,Forward,1542,0.136
Amphibians,Vulnerable,0.5,Forward,1543,0.136
Amphibians,Vulnerable,0.5,Forward,1544,0.136
Amphibians,Vulnerable,0.5,Forward,1545,0.136
Amphibians,Vulnerable,0.5,Forward,1546,0.136
Amphibians,Vulnerable,0.5,Forward,1547,0.136
Amphibians,Vulnerable,0.5,Forward,1548,0.136
Amphibians,Vulnerable,0.5,Forward,1549,0.136
Amphibians,Vulnerable,0.5,Forward,1550,0.136
Amphibians,Vulnerable,0.5,Forward,1551,0.136
Amphibians,Vulnerable,0.5,Forward,1552,0.136
Amphibians,Vulnerable,0.5,Forward,1553,0.136
Amphibians,Vulnerable,0.5,Forward,1554,0.136
Amphibians,Vulnerable,0.5,Forward,1555,0.136
Amphibians,Vulnerable,0.5,Forward,1556,0.136
Amphibians,Vulnerable,0.5,Forward,1557,0.136
Amphibians,Vulnerable,0.5,Forward,1558,0.136
Amphibians,Vulnerable,0.5,Forward,1559,0.136
Amphibians,Vulnerable,0.5,Forward,1560,0.136
Amphibians,Vulnerable,0.5,Forward,1561,0.136
Amphibians,Vulnerable,0.5,Forward,1562,0.136
Amphibians,Vulnerable,0.5,Forward,1563,0.136
Amphibians,Vulnerable,0.5,Forward,1564,0.136
Amphibians,Vulnerable,0.5,Forward,1565,0.136
Amphibians,Vulnerable,0.5,Forward,1566,0.136
Amphibians,Vulnerable,0.5,Forward,1567,0.136
Amphibians,Vulnerable,0.5,Forward,1568,0.136
Amphibians,Vulnerable,0.5,Forward,1569,0.136
Amphibians,Vulnerable,0.5,Forward,1570,0.136
Amphibians,Vulnerable,0.5,Forward,1571,0.136
Amphibians,Vulnerable,0.5,Forward,1572,0.136
Amphibians,Vulnerable,0.5,Forward,1573,0.136
Amphibians,Vulnerable,0.5,Forward,1574,0.136
Amphibians,Vulnerable,0.5,Forward,1575,0.136
Amphibians,Vulnerable,0.5,Forward,1576,0.136
Amphibians,Vulnerable,0.5,Forward,1577,0.136
Amphibians,Vulnerable,0.5,Forward,1578,0.136
Amphibians,Vulnerable,0.5,Forward,1579,0.136
Amphibians,Vulnerable,0.5,Forward,1580,0.136
Amphibians,Vulnerable,0.5,Forward,1581,0.136
Amphibians,Vulnerable,0.5,Forward,1582,0.136
Amphibians,Vulnerable,0.5,Forward,1583,0.136
Amphibians,Vulnerable,0.5,Forward,1584,0.136
Amphibians,Vulnerable,0.5,Forward,1585,0.136
Amphibians,Vulnerable,0.5,Forward,1586,0.136
Amphibians,Vulnerable,0.5,Forward,1587,0.136
Amphibians,Vulnerable,0.5,Forward,1588,0.136
